Description,Price,Rating,ReviewCount,Url
"HP EliteBook 840 G4 14"" Laptop, Intel i5 7300U 2.6GHz, 16GB DDR4 RAM, 256GB NVMe M.2 SSD, USB Type C, Webcam, Windows 10 (Renewed)",$429.99,nan,nan,https://www.amazon.com//HP-EliteBook-840-G4-Windows/dp/B08YGVY9C3/ref=sr_1_5588?dchild=1&keywords=laptop&qid=1634974399&s=pc&sr=1-5588
"HP EliteBook 840 G4 14"" Laptop, Intel i5 7300U 2.6GHz, 8GB DDR4 RAM, 128GB M.2 SSD Hard Drive, USB Type C, Webcam, Windows 10 Pro (Renewed)",$379.99,nan,nan,https://www.amazon.com//HP-EliteBook-840-G4-Windows/dp/B08YGNCF7D/ref=sr_1_5589?dchild=1&keywords=laptop&qid=1634974399&s=pc&sr=1-5589
HP ZBook Firefly 14 G7 Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i5 (10th Gen) i5-10310U Hexa-core (6 Core) 1.70 GHz - 16 GB RAM - 256 GB SSD - Windows 10 Pro - IEEE 802.11ax Wireless L,"$1,999.00",nan,nan,https://www.amazon.com//HP-ZBook-Firefly-Mobile-Workstation/dp/B08TBXQCZ9/ref=sr_1_5590?dchild=1&keywords=laptop&qid=1634974399&s=pc&sr=1-5590
"MSI WS63 8SJ-018 15.6"" Mobile Workstation Laptop 94% NTSC Display Quadro P2000 4G i7-8750H 32GB 512GB SSD, Aluminum Black",nan,1.0 out of 5 stars,2,https://www.amazon.com//MSI-Workstation-Professional-2-2-4-1GHz-Processor/dp/B07FJ9MWHJ/ref=sr_1_5591?dchild=1&keywords=laptop&qid=1634974399&s=pc&sr=1-5591
"ASUS VivoBook 17 S712FA-DS76 Home and Business Laptop (Intel i7-10510U 4-Core, 12GB RAM, 2TB PCIe SSD, Intel UHD Graphics, 17.3"" Full HD (1920x1080), Fingerprint, WiFi, Win 10 Home) (Renewed)",nan,nan,nan,https://www.amazon.com//ASUS-S712FA-DS76-i7-10510U-1920x1080-Fingerprint/dp/B08LMKQXJM/ref=sr_1_5592?dchild=1&keywords=laptop&qid=1634974399&s=pc&sr=1-5592
"Lenovo ThinkPad X1 Carbon Gen 9 20XW004QUS 14"" Ultrabook - WUXGA - 1920 x 1200 - Intel Core i5 i5-1135G7 Quad-core (4 Core) 2.40 GHz - 8 GB RAM - 256 GB SSD - Black - Windows 10 Pro - Intel Iris","$1,998.99",nan,nan,https://www.amazon.com//Lenovo-ThinkPad-Carbon-20XW004QUS-Ultrabook/dp/B098TSLQFQ/ref=sr_1_5593?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5593
"Lenovo ThinkPad T14 Gen 1 14"" FHD (1920x1080) IPS 250nits Anti-Glare Display - Intel Core i5-10210U Processor, 16GB RAM, 512GB PCIe-NVMe SSD, Windows 10 Pro 64-bit",nan,nan,nan,https://www.amazon.com//ThinkPad-T14-Gen-1920x1080-Anti-Glare/dp/B08PNG2R7K/ref=sr_1_5594?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5594
ASUS Br1100cka-Xs04 Celeron N4500,nan,nan,nan,https://www.amazon.com//ASUS-TUF-Br1100cka-Xs04-Celeron-N4500/dp/B095CTGB8Y/ref=sr_1_5595?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5595
Lenovo ThinkPad X1 Yoga 4th Gen 20SA000GUS 2 in 1 Ultrabook,"$1,799.99",nan,nan,https://www.amazon.com//ThinkPad-Yoga-4th-20SA000GUS-Ultrabook/dp/B081B5F8FB/ref=sr_1_5596?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5596
"Asus C302CA-DH75-G Laptop, Touch Screen, 12.5"" Fhd (1920X1080), Intel Core M7-6Y75, 16, Silver",nan,4.0 out of 5 stars,2,https://www.amazon.com//C302CA-DH75-G-Laptop-Screen-1920X1080-M7-6Y75/dp/B079C8XZJK/ref=sr_1_5597?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5597
"Dell XPS 15 9500 15.6 inch UHD+ Touchscreen Laptop - 10th Gen Intel Core i7-10750H 6-Core up to 5.00 GHz CPU, 32GB DDR4 RAM, 4TB PCIe SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Pro, Silver",nan,nan,nan,https://www.amazon.com//Dell-XPS-15-9500-Touchscreen/dp/B08FNT88KB/ref=sr_1_5598?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5598
"Dell Latitude 5501 15.6"" Notebook - Intel Core i5-9400H - 8GB RAM - 256GB SSD",nan,,Climate Pledge Friendly,https://www.amazon.com//Dell-Latitude-5501-15-6-Notebook/dp/B07T1V29QW/ref=sr_1_5599?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5599
"Dell 2T78M Latitude 3580, 15.6"" HD Laptop (Intel Core i5-7200U, 8GB DDR4, 128GB Solid State Drive, Windows 10 Pro)",nan,4.0 out of 5 stars,1,https://www.amazon.com//Dell-2T78M-Latitude-i5-7200U-Windows/dp/B06XJGQK7Z/ref=sr_1_5600?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5600
DELL Precision 17 7730 i9-8950HK 16GB 1TB PCIe SSD 17.3 HD+ NVIDIA Quadro P3200 (Certified Refurbished),nan,nan,nan,https://www.amazon.com//Precision-7730-i9-8950HK-Certified-Refurbished/dp/B081BCYD6N/ref=sr_1_5601?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5601
"ASUS ZenBook 15 UX534FTC Home and Business Laptop (Intel i7-10510U 4-Core, 16GB RAM, 2TB PCIe SSD, NVIDIA GTX 1650 [Max-Q], 15.6"" Full HD (1920x1080), Wifi, Bluetooth, Webcam, Win 10 Pro) with USB Hub",nan,nan,nan,https://www.amazon.com//ASUS-UX534FTC-i7-10510U-1920x1080-Bluetooth/dp/B084V8MBPK/ref=sr_1_5602?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5602
"HP EliteBook x360 830 G6 Laptop, Intel Core i5-8365U, 8GB RAM, 256GB SSD, Windows 10 Pro 64-Bit (7MS68UT#ABA)",$899.00,nan,nan,https://www.amazon.com//HP-EliteBook-i5-8365U-7MS68UT-ABA/dp/B082XJQ3NX/ref=sr_1_5603?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5603
"MSI Modern 14 Professional Laptop: 14"" IPS-Level Thin Bezel Display, Intel Core i5-1135G7, Intel Iris Xe, 8GB RAM, 512GB NVMe SSD, Win10, Carbon Gray (B11MO-209)",nan,nan,nan,https://www.amazon.com//MSI-Modern-Professional-Laptop-IPS-Level/dp/B08ZVM7KSQ/ref=sr_1_5604?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5604
"Dell Latitude 5310 13.3"" Notebook - Full HD - 1920 x 1080 - Core i7 i7-10610U 10th Gen 1.8GHz Hexa-core (6 Core) - 16GB RAM - 256GB SSD","$1,499.00",nan,nan,https://www.amazon.com//Dell-Latitude-5310-13-3-Notebook/dp/B08B9TFFBT/ref=sr_1_5605?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5605
"Dell Latitude 12 5000 E5250 12.5"" LED Notebook - Intel Core i3 i3-5010U 2.10 GHz - Black 463-4956",nan,2.0 out of 5 stars,1,https://www.amazon.com//Dell-Latitude-5000-E5250-Notebook/dp/B00T0Z4VGU/ref=sr_1_5606?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5606
"HP 14 Inch HD Business Laptop, AMD Dual-core Athlon 3050U 2.3Ghz Processor, 12GB RAM, 256GB SSD, USB-C, WiFi, HDMI, Card Reader, Windows 10 Home, w/ WOOV Accessory Bundle",$614.98,4.0 out of 5 stars,14,https://www.amazon.com//HP-Business-Dual-core-Processor-Accessory/dp/B08BYHS6P1/ref=sr_1_5607?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5607
"Dell Chromebook 11 3000 3100 11.6"" Touchscreen 2 in 1 Chromebook - HD - 1366 x 768 - Intel Celeron N4020 Dual-core (2 Core) 1.10 GHz - 8 GB RAM - 32 GB Flash Memory - Black",$468.49,nan,nan,https://www.amazon.com//Dell-Chromebook-3000-3100-Touchscreen/dp/B08C5JMHDT/ref=sr_1_5608?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5608
Dell G7 7700 Laptop 17.3 - Intel Core i7 10th Gen - i7-10750H - Six Core 5Ghz - 1TB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Home (Renewed),nan,nan,nan,https://www.amazon.com//Dell-7700-Laptop-17-3-i7-10750H/dp/B08ZL6WSTT/ref=sr_1_5609?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5609
Dell G7 7700 Laptop 17.3 - Intel Core i7 10th Gen - i7-10750H - Six Core 5Ghz - 1TB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Pro (Renewed),nan,1.0 out of 5 stars,1,https://www.amazon.com//Dell-7700-Laptop-17-3-i7-10750H/dp/B08ZL69C4Z/ref=sr_1_5610?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5610
"Dell XPMM1 Latitude 3480, 14"" HD Laptop (Intel Core i5-7200U, 8GB DDR4, 500GB Hard Drive, Windows 10 Pro)",nan,3.7 out of 5 stars,3,https://www.amazon.com//Dell-XPMM1-Latitude-i5-7200U-Windows/dp/B06XQH7486/ref=sr_1_5611?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5611
"Lenovo ThinkPad L13 Yoga 20R5001SUS 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i3 i3-10110U - 4 GB RAM - 128 GB SSD - Mineral Silver - Windows 10 Pro 64-bit - Intel UHD Graphics - in-",$798.60,5.0 out of 5 stars,1,https://www.amazon.com//Lenovo-ThinkPad-20R5001SUS-Touchscreen-Notebook/dp/B088XZJ8FR/ref=sr_1_5612?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5612
"Sony VAIO(R) VPCEB26FX/BI E Series 15.5"" Notebook PC - Matte Black",nan,2.0 out of 5 stars,1,https://www.amazon.com//Sony-VAIO-VPCEB26FX-15-5-Notebook/dp/B003RQLTT0/ref=sr_1_5613?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5613
"Lenovo ThinkPad X1 Yoga 4th Generation, Intel Core i7-8565U (1.80GHz, 8MB), 14.0 in 1920x1080 Multitouch, Windows 10 Pro 64, 8.0GB, 1x256GB SSD PCIe, HD Camera, 3 Year Onsite NBD with Premier Support","$1,166.74",1.0 out of 5 stars,1,https://www.amazon.com//Lenovo-ThinkPad-Generation-1920x1080-Multitouch/dp/B07TY2BNBX/ref=sr_1_5614?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5614
"Newest Dell G5 SE 5505 15.6"" FHD IPS High Performance Gaming Laptop, AMD 4th Gen Ryzen 5 4600H 6-core, 16GB RAM, 1TB PCIe SSD, Backlit Keyboard, AMD Radeon RX 5600M, Windows 10 (Renewed)",nan,nan,nan,https://www.amazon.com//Dell-Performance-Backlit-Keyboard-Windows/dp/B08NTQF21F/ref=sr_1_5615?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5615
"Newest Asus ROG GA502 Zephyrus G 15.6"" FHD IPS 240Hz Premium Gaming Laptop, AMD 4th Gen Ryzen 7 4800HS Upto 4.2GHz, 16GB RAM, 1TB PCIe SSD, Backlit Keyboard, NVIDIA GeForce RTX 2060 6GB, Windows 10","$2,298.08",nan,nan,https://www.amazon.com//Zephyrus-Premium-Backlit-Keyboard-GeForce/dp/B08L5997G7/ref=sr_1_5616?dchild=1&keywords=laptop&qid=1634974403&s=pc&sr=1-5616
Dell G7 7700 Laptop 17.3 - Intel Core i7 10th Gen - i7-10750H - Six Core 5Ghz - 1TB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Home (Renewed),nan,nan,nan,https://www.amazon.com//Dell-7700-Laptop-17-3-i7-10750H/dp/B08ZL6WSTT/ref=sr_1_5617?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5617
"Acer Spin 3 SP314-54N-53BF Convertible Laptop, 14"" Full HD IPS Touch, Intel Core i5-1035G1, 8GB LPDDR4, 256GB NVMe SSD, Win 10 Pro with Acer USB Type-C Dock II, 2 HDMI Out, 1 DP Out","$1,141.49",nan,nan,https://www.amazon.com//Acer-SP314-54N-53BF-Convertible-Laptop-i5-1035G1/dp/B08S6C62XP/ref=sr_1_5618?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5618
Dell G7 7700 Laptop 17.3 - Intel Core i7 10th Gen - i7-10750H - Six Core 5Ghz - 1TB SSD - 16GB RAM - 1920x1080 FHD - Windows 10 Pro (Renewed),nan,1.0 out of 5 stars,1,https://www.amazon.com//Dell-7700-Laptop-17-3-i7-10750H/dp/B08ZL69C4Z/ref=sr_1_5619?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5619
"Dell XPMM1 Latitude 3480, 14"" HD Laptop (Intel Core i5-7200U, 8GB DDR4, 500GB Hard Drive, Windows 10 Pro)",nan,3.7 out of 5 stars,3,https://www.amazon.com//Dell-XPMM1-Latitude-i5-7200U-Windows/dp/B06XQH7486/ref=sr_1_5620?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5620
"Lenovo ThinkPad L13 Yoga 20R5001SUS 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i3 i3-10110U - 4 GB RAM - 128 GB SSD - Mineral Silver - Windows 10 Pro 64-bit - Intel UHD Graphics - in-",$798.60,5.0 out of 5 stars,1,https://www.amazon.com//Lenovo-ThinkPad-20R5001SUS-Touchscreen-Notebook/dp/B088XZJ8FR/ref=sr_1_5621?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5621
"Lenovo ThinkPad X1 Yoga 4th Generation, Intel Core i7-8565U (1.80GHz, 8MB), 14.0 in 1920x1080 Multitouch, Windows 10 Pro 64, 8.0GB, 1x256GB SSD PCIe, HD Camera, 3 Year Onsite NBD with Premier Support","$1,166.74",1.0 out of 5 stars,1,https://www.amazon.com//Lenovo-ThinkPad-Generation-1920x1080-Multitouch/dp/B07TY2BNBX/ref=sr_1_5622?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5622
"Newest Dell G5 SE 5505 15.6"" FHD IPS High Performance Gaming Laptop, AMD 4th Gen Ryzen 5 4600H 6-core, 16GB RAM, 1TB PCIe SSD, Backlit Keyboard, AMD Radeon RX 5600M, Windows 10 (Renewed)",nan,nan,nan,https://www.amazon.com//Dell-Performance-Backlit-Keyboard-Windows/dp/B08NTQF21F/ref=sr_1_5623?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5623
"Newest Asus ROG GA502 Zephyrus G 15.6"" FHD IPS 240Hz Premium Gaming Laptop, AMD 4th Gen Ryzen 7 4800HS Upto 4.2GHz, 16GB RAM, 1TB PCIe SSD, Backlit Keyboard, NVIDIA GeForce RTX 2060 6GB, Windows 10","$2,298.08",nan,nan,https://www.amazon.com//Zephyrus-Premium-Backlit-Keyboard-GeForce/dp/B08L5997G7/ref=sr_1_5624?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5624
"Dell Latitude 14 - 5400 Business Laptop (14inch FHD Touchscreen, Intel Core i7-8665U, 32GB Memory, 512GB PCIe M.2 NVMe SSD) Windows 10 Pro",nan,nan,nan,https://www.amazon.com//Dell-Latitude-14-Business-Touchscreen/dp/B08313ZN1T/ref=sr_1_5625?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5625
Sony Intel Core i3 Laptop for Amazon Trade-in Program,nan,nan,nan,https://www.amazon.com//Sony-Laptop-Amazon-Trade-Program/dp/B007SZ93XA/ref=sr_1_5626?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5626
"Dell Latitude 5320 13.3"" 2-in-1 Notebook, Intel Core i5-1145G7, 8GB DDR4 SDRAM, 256GB SSD, Intel Iris Xe Graphics, Windows 10 Pro (4JVT3)",nan,,Climate Pledge Friendly,https://www.amazon.com//Dell-Latitude-Notebook-i5-1145G7-4JVT3/dp/B08ZWKCK8V/ref=sr_1_5627?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5627
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 32GB (2x16GB) RAM, 2TB (2X 1TB RAID 0) SSD, NVIDIA GeForce RTX 2080, Windows 10 (Certified Refurbished)","$5,599.00",nan,nan,https://www.amazon.com//Dell-Alienware-Area-51M-Refurbished/dp/B07YYLZZQG/ref=sr_1_5628?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5628
"Toshiba Satellite L55-C5392 15.6"" Laptop Computer - Satin Gold",nan,5.0 out of 5 stars,1,https://www.amazon.com//Toshiba-Satellite-L55-C5392-Laptop-Computer/dp/B01DJQ1YNS/ref=sr_1_5629?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5629
"Lenovo ThinkPad T495 20NJ0007US 14"" Touchscreen Notebook - 1920 X 1080 - Ryzen 7 3700U - 16 GB RAM - 512 GB SSD - Glossy Black - Windows 10 Pro 64-bit - AMD Radeon Vega 10 Graphics - in-Plane Swi","$1,413.15",4.4 out of 5 stars,9,https://www.amazon.com//Lenovo-ThinkPad-20NJ0007US-Touchscreen-Notebook/dp/B07SMSCPKF/ref=sr_1_5630?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5630
"Dell Latitude 3410 14"" Notebook - 1920 x 1280 - Core i7 i7-10510U 10th Gen 1.8GHz Quad-core (4 Core) - 8GB RAM - 256GB SSD",nan,4.1 out of 5 stars,4,https://www.amazon.com//Dell-Latitude-3410-Notebook-i7-10510U/dp/B08BBF5GRV/ref=sr_1_5631?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5631
"Precision 7730 17.3"" UltraSharp 4K UHD (3840x2160) Laptop with Core i9 / Quadro P4200 8GB / 2TB SSD / 128GB RAM / Windows 10 Pro",nan,nan,nan,https://www.amazon.com//Precision-UltraSharp-3840x2160-Laptop-Windows/dp/B0854MDXXV/ref=sr_1_5632?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5632
Lenovo Thinkpad T530 2392-ASU 15.6-Inch Notebook,nan,3.3 out of 5 stars,10,https://www.amazon.com//Lenovo-Thinkpad-2392-ASU-15-6-Inch-Notebook/dp/B009UE9UHG/ref=sr_1_5633?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5633
"2021 Lenovo IdeaPad 3 15.6"" FHD Business Laptop AMD Ryzen 5 Qud-Core 3500U 20GB DDR4 1TB NVMe SSD AMD Radeon Vega 8 HDMI Webcam Google Classroom Abyss Blue Windows 10 Pro w/ RE 32GB USB 3.0 Drive",nan,3.4 out of 5 stars,5,https://www.amazon.com//Lenovo-IdeaPad-Business-Qud-Core-Classroom/dp/B08T646QCS/ref=sr_1_5634?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5634
"Asus X550LA 15.6"" High Performance Laptop, Intel Core i5-4200U up to 2.60 GHz, 4GB RAM, 500GB Hard Drive, DVD+/-RW, Webcam, WiFi, HDMI, Windows 8",nan,nan,nan,https://www.amazon.com//Asus-X550LA-Performance-i5-4200U-Windows/dp/B01M0UHER4/ref=sr_1_5635?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5635
"Alienware M15 15.6"" Gaming Notebook - 1920 x 1080 - Core i7 i7-8750H - 16 GB RAM - 512 GB SSD - Epic Silver - Windows 10 Home 64-bit - NVIDIA GeForce RTX 2070 with 8 GB - in-Plane Switching (IPS)",nan,4.2 out of 5 stars,83,https://www.amazon.com//Alienware-15-6-Gaming-Notebook-Plane/dp/B07RJH8NX2/ref=sr_1_5636?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5636
"Dell XPS 13 9350SLV 13.3 Inch QHD+ Touchscreen Laptop - 6th Generation Intel Core i7-6500U, 8 GB RAM, 512 GB SSD, Windows 10 (Renewed)",nan,nan,nan,https://www.amazon.com//Dell-9350SLV-13-3-Touchscreen-Laptop/dp/B07D5H3CPV/ref=sr_1_5637?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5637
"Dell XPS 9365 2-in-1 13.3"" FHD Touchscreen Laptop PC - Intel Core i7-7Y75 1.3GHz, 16GB, 256GB SSD, Bluetooth, Webcam, Windows 10 Pro - Silver (Certified Refurbished)",nan,nan,nan,https://www.amazon.com//Dell-XPS-9365-Touchscreen-Laptop/dp/B07C66M23L/ref=sr_1_5638?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5638
"Samsung ATIV Book 4 NP470R5E-K02UB 15.6-Inch Laptop (2.0 GHz Intel Core i7-3537U Processor, 8GB Memory, 750GB Hard Drive, Windows 8) Mineral Ash Black",nan,3.8 out of 5 stars,54,https://www.amazon.com//Samsung-NP470R5E-K02UB-15-6-Inch-i7-3537U-Processor/dp/B00EHVNF3M/ref=sr_1_5639?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5639
"ASUS Transformer Book Chi 12.5-Inch T300CHI-F1-DB Slim All-Aluminum 2 in 1 Detachable Touchscreen Laptop, Core M, 4 GB RAM, 128 GB SSD",nan,3.8 out of 5 stars,178,https://www.amazon.com//ASUS-Transformer-T300CHI-F1-DB-All-Aluminum-Touchscreen/dp/B00T7XR888/ref=sr_1_5640?dchild=1&keywords=laptop&qid=1634974407&s=pc&sr=1-5640
"LENOVO THINKPAD X1 Extreme- 20MF000QUS 15.6"" - Core I7 8850H - 32 GB RAM - 1 TB SSD",nan,1.0 out of 5 stars,1,https://www.amazon.com//LENOVO-THINKPAD-Extreme-20MF000QUS-15-6/dp/B07JHYJYVQ/ref=sr_1_5641?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5641
2PX5137 - HP EliteBook 8570p C6Z58UT 15.6quot; LED Notebook - Intel - Core i5 i5-3320M 2.6GHz - Platinum,nan,3.9 out of 5 stars,8,https://www.amazon.com//2PX5137-EliteBook-15-6quot-Notebook-i5-3320M/dp/B009PHV7KG/ref=sr_1_5642?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5642
"Dell Latitude 5410 14"" Notebook - Full HD - 1920 x 1080 - Core i5 i5-10210U 10th Gen 1.6GHz Quad-core (4 Core) - 16GB RAM - 256GB SSD","$1,099.00",nan,nan,https://www.amazon.com//Dell-Latitude-5410-Notebook-i5-10210U/dp/B08B9RLR5N/ref=sr_1_5643?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5643
"HP EliteBook 840 G7 14"" - Full HD - 1920 x 1080 - Core i5-10310U Quad-core (4 Core) 1.70 GHz - 16 GB RAM - 256 GB SSD - Windows 10 Pro - Intel UHD Graphics Premium – English Keyboard","$1,564.00",3.0 out of 5 stars,1,https://www.amazon.com//HP-EliteBook-840-i5-10310U-Quad-core/dp/B092L9JNC5/ref=sr_1_5644?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5644
"HP ProBook 650 G5 15.6"" Notebook - 1920 x 1080 - Core i5 i5-8365U - 8 GB RAM - 16 GB Optane Memory - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technol",nan,5.0 out of 5 stars,1,https://www.amazon.com//HP-ProBook-15-6-Notebook-Plane/dp/B07W7CGNRG/ref=sr_1_5645?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5645
"HP 14"" Elitebook 840 G6 Laptop, Intel Core i7-8665U, 16GB RAM, 256GB SSD, Windows 10 Pro 64-Bit (8GG48LP#ABA)",nan,nan,nan,https://www.amazon.com//HP-Elitebook-i7-8665U-8GG48LP-ABA/dp/B084H3H3JF/ref=sr_1_5646?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5646
"Dell Precision 7540 Laptop, 15.6"" FHD (1920x1080) Non-Touch, Intel Core 9th Gen i9-9980H, 32GB RAM, 512GB SED 2.0 SSD, NVIDIA Quadro T2000, Windows 10 Pro",nan,,Climate Pledge Friendly,https://www.amazon.com//Dell-Precision-7540-1920x1080-Non-Touch/dp/B084D9PGT1/ref=sr_1_5647?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5647
"HoMei 32 GB RAM, 512 GB SSD, 17.3"" IPS Full HD 6 Core 9th Gen Intel Core i7-9750H Gaming Notebook Laptop, GeForce GTX 1660 Ti 6 GB GDDR6 Graphics, 1 TB HDD, Backlighting Keyboard",nan,nan,nan,https://www.amazon.com//HoMei-i7-9750H-Notebook-Graphics-Backlighting/dp/B07SW5XZZW/ref=sr_1_5648?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5648
"Dell Precision 7530 VR Ready 1920 X 1080 15.6"" LCD Mobile Workstation with Intel Core i7-8850H Hexa-core 2.6 GHz, 16GB RAM, 512GB SSD",nan,2.0 out of 5 stars,1,https://www.amazon.com//Dell-Precision-Workstation-i7-8850H-Hexa-core/dp/B07MHJ97XV/ref=sr_1_5649?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5649
2017 Dell XPS 15 9000 9560 Laptop: 15.6in 4K UHD (3840x2160) | Intel Quad-Core i7-7700HQ | 1TB SSD | 16GB DDR4 | NVIDIA GTX 1050 | Backlit Keyboard | Windows 10 - Silver (Renewed),"$1,598.88",4.0 out of 5 stars,2,https://www.amazon.com//2017-Dell-9000-9560-Laptop/dp/B06XSVDPRG/ref=sr_1_5650?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5650
"ASUS Transformer Book T100TA-C1-GR 10.1"" Detachable 2-in-1 Touchscreen Laptop, 64GB (Grey)",nan,3.0 out of 5 stars,1,https://www.amazon.com//Transformer-T100TA-C1-GR-Detachable-Touchscreen-Laptop/dp/B00VT0Z9QA/ref=sr_1_5651?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5651
"Prostar P950RF 15.6 Inches FHD 144Hz, Intel i7-9750H, RTX 2070, 16GB 2666Mhz DDR4, 250GB NVMe SSD, 1TB SSHD, Windows 10 Home, Thin Gaming Laptop, 1-Year Warranty",nan,nan,nan,https://www.amazon.com//Prostar-P950RF-i7-9750H-2666Mhz-Warranty/dp/B07T13VQYB/ref=sr_1_5652?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5652
Dell Precision M7710 17.3 INCH 1080P FHD Intel Core I7-6820HQ 16GB RAM 500GB HDD FIREPRO W5170M 2GB Win 10 Professional (Certified Refurbished),nan,nan,nan,https://www.amazon.com//Dell-Precision-I7-6820HQ-Professional-Refurbished/dp/B01M0PXLEW/ref=sr_1_5653?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5653
"Lenovo ThinkPad X260 20F6005GUS Laptop (Windows 7 Pro, Intel Core i5, 12.5"" LED-Lit Screen, Storage: 256 GB, RAM: 8 GB) Black",nan,nan,nan,https://www.amazon.com//Lenovo-20F6005GUS-X260-256GB-Laptop/dp/B01COKK78I/ref=sr_1_5654?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5654
Acer 14 Ci7-7Y75 8G 256SSD W10P,$832.48,nan,nan,https://www.amazon.com//Acer-14-Ci7-7Y75-256SSD-W10P/dp/B07KYSCXM5/ref=sr_1_5655?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5655
"2021 HP Chromebook 14"" HD Touchscreen , Intel Celeron Processor Up to 2.70GHz, 4GB  LPDDR4, 128GB SSD Storage, Bluetooth, Chrome OS(Renewed)",nan,4.5 out of 5 stars,2,https://www.amazon.com//HP-Chromebook-14-Touchscreen-Processor/dp/B09HY65YS1/ref=sr_1_5656?dchild=1&keywords=laptop&qid=1634974410&s=pc&sr=1-5656
